age,income,employment_years,loan_amount,loan_term,credit_score,existing_loans,dependents,gender,education,home_ownership,loan_purpose,marital_status,interest_rate,loan_approved
37.0,121089.7,10.6,20728.7,199.7,589.0,3.9,0.9,Female,Master,Own,Home,Married,4.417,0
46.4,90301.6,12.0,36411.1,213.1,634.2,2.3,4.0,Male,Bachelor,Mortgage,Home,Divorced,4.46,0
26.4,83299.3,23.2,,271.7,681.6,5.0,2.6,Female,Bachelor,Rent,Car,Divorced,3.592,1
29.9,93678.7,31.8,18652.7,94.1,538.6,1.2,2.7,Male,Master,Mortgage,Business,Single,5.121,1
70.0,127774.6,21.2,23662.9,360.0,666.1,2.9,3.5,Male,Bachelor,Own,Personal,Divorced,2.689,1
32.1,119056.5,16.7,35355.4,142.0,694.7,4.4,1.0,Female,PhD,Rent,Personal,Single,3.551,0
34.3,127537.0,,22098.9,154.9,735.6,4.6,1.8,Female,High School,Own,Car,Divorced,2.016,1
69.5,137528.5,10.9,33096.5,86.0,620.2,3.9,2.7,Male,PhD,Mortgage,Business,Single,3.716,1
70.0,98043.8,30.5,20497.2,88.4,589.2,6.8,0.4,Female,Master,Own,Education,Single,4.678,1
33.4,171298.1,21.5,19374.7,260.9,,6.4,0.5,Male,Master,Rent,Education,Single,7.277,0
43.1,110630.1,,30776.8,360.0,443.7,3.0,1.5,Female,High School,Own,Business,Married,6.583,0
51.6,104830.1,18.7,18508.2,137.6,550.0,6.4,1.1,Male,High School,Own,Personal,Single,5.828,0
68.2,,15.8,32080.3,210.8,585.1,6.6,2.1,Female,Master,Mortgage,Car,Married,3.793,0
35.7,55722.1,30.5,28313.0,200.6,565.1,3.8,3.1,Male,Master,Rent,Personal,Divorced,6.291,1
44.6,92331.3,18.4,18511.2,263.0,628.8,4.1,3.4,Female,High School,Rent,Car,Divorced,4.788,1
56.8,154337.5,21.2,24928.5,360.0,444.1,3.9,4.7,Male,High School,Own,Personal,Married,6.652,1
52.7,59190.2,24.6,21109.8,304.7,558.6,3.0,2.5,Male,Master,Own,Home,Married,4.938,0
43.0,159115.1,14.1,28291.8,163.9,,3.2,2.7,Female,Bachelor,Own,Home,Divorced,2.0,1
45.9,,21.5,40602.4,225.3,664.6,6.0,2.5,Female,Bachelor,Mortgage,Business,Single,3.869,0
31.0,107069.1,22.2,22534.4,233.2,630.5,4.7,2.9,Female,Master,Own,Home,Divorced,4.633,1
44.6,130213.4,7.6,29770.2,181.4,610.2,3.2,3.0,Male,PhD,Own,Education,Divorced,4.41,1
44.3,159168.0,22.0,25695.5,95.3,,2.6,3.6,Male,Bachelor,Mortgage,Home,Divorced,5.123,1
50.3,103662.4,19.6,25692.5,119.1,417.1,2.9,3.6,Male,Master,Own,Home,Divorced,7.001,0
40.8,150372.1,21.0,24178.4,274.9,616.1,3.8,3.1,Male,PhD,Rent,Personal,Divorced,4.404,1
53.2,96509.8,20.3,18640.7,283.1,354.6,5.4,4.3,Male,PhD,Own,Car,Married,7.915,0
59.7,103283.9,22.1,,166.4,545.7,2.7,2.5,Female,PhD,Mortgage,Personal,Divorced,5.264,1
49.4,92023.2,30.7,,203.9,574.7,5.4,1.8,Female,High School,Own,Education,Married,4.647,0
51.7,131992.7,10.6,18261.6,278.8,534.8,4.3,2.0,Female,High School,Own,Personal,Single,4.758,1
48.1,160528.9,17.3,33613.4,46.7,770.4,4.2,2.4,Female,PhD,Rent,Personal,Single,2.366,1
47.5,513294.5966642971,25.3,137109.595312838,147.3,683.1797783712052,5.5,1.2,Female,High School,Own,Home,Single,2.232,1
38.8,75506.3,23.8,23675.2,344.4,668.0,5.3,1.8,Male,Bachelor,Own,Education,Divorced,3.133,0
51.3,82105.3,23.7,36220.5,206.9,491.7,1.9,1.1,Male,Bachelor,Rent,Personal,Married,7.095,0
46.3,133811.0,40.0,10811.3,92.7,747.9,2.4,2.9,Female,Master,Rent,Car,Divorced,2.0,0
70.0,184544.1,24.9,35682.6,192.4,630.7,3.7,2.9,Female,High School,Own,Home,Single,3.408,1
66.4,133780.4,29.0,18458.5,264.7,490.2,4.5,0.4,Female,Master,Mortgage,Education,Divorced,6.534,0
52.1,106458.6,17.5,27192.3,6.0,577.9,6.0,1.7,Female,High School,Rent,Business,Divorced,5.48,0
38.3,146816.4,12.1,20795.5,197.1,661.3,4.1,4.7,Female,Bachelor,Own,Car,Single,2.982,1
34.2,111617.5,,18116.0,153.2,521.1,6.6,3.3,Male,PhD,Mortgage,Car,Married,6.042,1
61.8,106760.0,25.7,36011.1,51.6,587.6,2.9,3.0,Male,High School,Mortgage,Home,Married,4.78,0
50.7,86453.9,23.3,40349.7,189.6,603.5,3.2,1.7,Female,High School,Mortgage,Personal,Divorced,4.735,0
53.3,169295.7,23.2,23730.2,172.1,475.9,3.5,2.8,Male,Bachelor,Mortgage,Car,Married,6.343,0
26.6,31127.7,18.3,28183.8,181.1,550.7,2.8,2.5,Male,High School,Rent,Home,Married,8.521,0
58.6,147925.1,17.0,25955.9,155.1,482.7,5.7,1.5,Female,High School,Mortgage,Home,Divorced,6.53,1
53.0,103768.9,18.6,39344.1,101.3,653.2,0.0,1.9,Female,Bachelor,Own,Car,Divorced,2.788,1
34.2,105638.1,25.8,8594.8,66.6,493.3,3.2,1.9,Male,High School,Own,Car,Single,5.955,0
41.8,179231.0,26.7,28517.0,127.7,601.3,5.7,0.7,Female,High School,Mortgage,Education,Single,4.48,1
50.7,95005.4,12.0,19683.0,251.7,449.9,3.5,0.9,Female,PhD,Rent,Education,Divorced,6.463,0
48.1,96197.6,26.1,6652.3,201.6,473.0,5.6,2.3,Male,PhD,Rent,Education,Married,6.658,1
44.0,115436.2,14.8,22615.8,177.5,468.6,7.3,1.5,Female,Bachelor,Rent,Car,Married,7.278,0
46.3,134484.7,23.8,40284.4,99.8,548.9,4.1,2.1,Male,PhD,Rent,Home,Divorced,6.155,0
44.5,104535.0,18.5,20251.6,153.1,591.2,5.8,0.6,Male,PhD,Rent,Personal,Married,4.418,0
49.3,64914.9,32.5,31826.1,242.0,607.8,7.6,3.5,Male,Bachelor,Own,Education,Married,5.729,0
65.2,89700.6,16.7,35089.4,223.4,415.5,4.6,5.0,Male,High School,Mortgage,Home,Divorced,7.171,0
25.0,164846.7,,25398.4,144.8,559.8,3.9,3.7,Female,High School,Own,Home,Divorced,5.344,1
44.7,122617.2,24.9,26463.6,6.0,507.4,5.4,3.9,Male,PhD,Rent,Business,Divorced,6.25,0
49.6,135788.1,13.0,11769.6,129.0,623.1,5.8,3.3,Female,PhD,Rent,Business,Married,4.201,0
51.1,110850.3,,19770.7,144.4,550.9,3.9,2.8,Female,Master,Own,Home,Divorced,5.138,1
43.0,96917.6,17.9,32756.1,110.4,567.7,3.3,2.6,Male,Master,Rent,Education,Divorced,5.088,1
26.4,,15.9,104974.15006374387,149.9,518.7406401336779,6.6,1.4,Male,,Rent,Education,Divorced,6.5,0
51.4,113413.3,16.5,,248.3,730.2,3.6,3.3,Female,Master,Mortgage,Education,Married,2.358,1
68.2,104482.1,,26565.3,180.0,459.5,5.8,3.3,Female,,Own,Business,Divorced,5.057,0
29.1,158365.0,15.2,43036.0,262.2,539.0,4.4,1.9,Male,Bachelor,Mortgage,Education,Divorced,5.119,1
57.9,94717.4,24.5,22055.8,62.3,584.7,6.7,3.1,Female,Master,Own,Car,Divorced,4.746,0
43.6,99184.5,22.5,38343.3,158.6,552.4,2.7,1.7,Male,Master,Mortgage,Personal,Married,6.0,0
46.8,120358.6,8.8,26568.0,27.9,506.2,2.7,1.7,Female,Bachelor,Own,Business,Married,5.768,0
34.9,120009.5,24.2,39053.6,148.9,411.9,5.3,3.4,Male,High School,Mortgage,Home,Married,8.095,1
43.5,129086.4,8.7,,99.3,512.8,2.3,3.0,Female,Master,Rent,Business,Divorced,5.745,1
63.1,193208.4,25.0,26977.2,285.5,,4.2,2.2,Female,Bachelor,Mortgage,Personal,Married,6.502,1
54.5,131768.7,15.9,22350.5,215.8,726.1,6.3,2.1,Female,High School,Rent,Business,Divorced,3.167,1
68.3,36768.1,20.1,26615.8,264.2,778.8,1.3,2.7,Female,Master,Rent,Business,Married,2.995,0
61.6,131420.5,9.6,35279.0,148.7,570.4,4.6,0.3,Female,Bachelor,Rent,Home,Married,5.723,0
52.8,121325.8,,28530.5,101.4,448.6,5.8,1.6,Female,Bachelor,Mortgage,Education,Divorced,7.14,0
68.4,121520.8,27.4,35263.1,98.9,641.4,4.0,1.0,Female,PhD,Rent,Home,Single,4.022,1
52.8,128608.2,13.5,20138.2,204.2,486.7,2.6,2.5,Female,Master,Rent,Home,Single,6.415,1
57.4,594834.5483801513,15.1,66479.37448378623,327.8,394.9539941251816,3.6,3.8,Female,High School,Mortgage,Business,Single,5.257,0
43.9,118158.6,23.6,25628.8,216.0,518.4,2.7,3.1,Male,Master,Rent,Car,Divorced,6.295,0
48.3,141456.5,23.8,25190.8,153.0,530.0,4.1,1.9,Male,Bachelor,Own,Home,Divorced,5.415,0
39.1,101027.2,0.5,24013.1,167.9,543.1,3.6,1.7,Male,PhD,Own,Business,Married,5.357,0
59.4,86831.0,36.1,17830.9,180.5,456.8,3.2,1.6,Female,Bachelor,Rent,Education,Single,7.144,1
33.4,220000.0,24.2,35089.2,345.1,511.8,4.7,4.9,Female,Master,Rent,Home,Single,6.222,0
56.9,94945.0,25.6,22597.3,281.7,666.8,6.4,2.6,Male,Master,Rent,Car,Married,3.817,0
45.2,123505.0,18.9,36908.6,203.8,572.0,4.5,2.7,Male,High School,Rent,Home,Married,5.697,0
61.6,67651.9,5.2,25601.9,191.8,586.3,6.0,0.0,Female,High School,Rent,Personal,Single,5.906,1
56.5,124076.4,25.4,30687.4,206.9,374.1,6.4,1.1,Female,Master,Own,Business,Married,7.993,0
69.3,87337.1,15.5,29961.7,222.5,660.3,3.1,2.4,Male,High School,Own,Car,Single,3.366,0
56.3,104513.4,24.4,18905.8,149.9,513.3,4.4,1.9,Male,PhD,Own,Business,Divorced,4.933,1
28.6,156577.3,18.2,28437.6,115.5,676.2,3.4,2.7,Male,Bachelor,Own,Car,Single,2.117,1
46.7,136520.3,21.9,40926.7,265.6,588.9,1.8,2.6,Male,High School,Own,Education,Divorced,4.109,1
33.4,139894.3,13.8,27512.9,184.8,524.4,4.5,3.2,Female,PhD,Mortgage,Car,Divorced,6.21,1
41.3,58007.8,26.9,32710.2,258.9,424.0,2.4,0.3,Male,PhD,Rent,Home,Married,8.438,0
65.6,184291.3,10.5,31046.2,314.7,770.7,4.7,1.2,Male,High School,Own,Home,Divorced,2.0,1
55.2,78284.2,38.0,27956.4,224.6,647.3,1.7,2.4,Male,PhD,Mortgage,Education,Divorced,3.512,1
39.1,,37.9,26991.8,211.7,652.7,4.3,1.7,Male,Bachelor,Own,Home,Single,2.789,1
35.3,155754.0,33.1,29878.5,360.0,738.7,1.6,2.1,Female,Master,Own,Business,Married,2.0,1
47.9,140206.6,,31606.3,199.6,595.2,5.0,2.6,Female,Bachelor,Mortgage,Business,Married,4.702,1
32.9,90075.5,19.3,,95.8,696.7,3.4,1.6,Male,High School,Own,Car,Married,2.482,1
39.4,125305.6,29.3,27478.4,160.5,,3.3,2.7,Male,PhD,Mortgage,Car,Divorced,5.333,1
51.2,103517.8,19.2,24027.4,307.1,641.4,5.7,3.2,Female,Master,Rent,Home,Divorced,4.017,1
61.4,121016.4,7.6,22367.8,79.5,518.3,3.5,2.6,Female,Bachelor,Mortgage,Education,Divorced,5.876,0
54.8,111254.5,,35867.7,122.8,529.7,4.2,3.4,Male,Bachelor,Mortgage,Business,Single,5.896,1
25.0,48648.6,29.0,19634.8,271.5,583.7,3.7,0.0,Male,PhD,Rent,Car,Divorced,4.986,0
51.2,159262.4,19.7,14341.8,161.3,460.9,4.8,1.8,Female,Bachelor,Rent,Personal,Divorced,6.702,1
48.4,117161.2,10.2,31865.7,174.2,604.6,5.6,3.6,Male,Master,Own,Car,Divorced,4.177,1
52.5,103032.0,15.3,14136.8,268.9,546.9,5.3,1.5,Female,High School,Mortgage,Education,Married,5.634,1
66.9,,5.4,10076.5,125.7,396.1,3.3,1.3,Male,PhD,Rent,Education,Divorced,8.111,0
25.0,,27.6,32766.1,65.5,533.8,5.8,2.3,Male,Master,Mortgage,Business,Single,5.951,1
40.4,88718.5,7.2,26769.8,71.9,543.9,2.6,2.5,Female,Bachelor,Own,Education,Single,4.517,0
54.6,41068.9,22.3,29281.8,229.5,651.8,2.9,1.9,Male,Master,Mortgage,Personal,Married,5.713,0
28.5,134249.5,13.3,21960.6,203.7,600.7,3.8,4.7,Female,High School,Own,Business,Divorced,4.979,1
65.2,138168.6,8.6,14424.8,127.6,705.3,5.6,2.8,Male,Bachelor,Mortgage,Business,Single,2.877,1
51.9,113012.9,21.9,16013.7,90.3,621.8,2.2,1.4,Female,Bachelor,Rent,Business,Single,4.403,1
57.7,79823.4,17.3,23322.5,161.4,525.1,5.3,0.8,Female,Bachelor,Own,Home,Single,5.805,0
40.6,123112.7,26.7,15320.8,272.3,,3.9,3.0,Female,PhD,Mortgage,Home,Single,4.757,0
57.3,68741.4,9.9,27956.4,116.1,543.7,3.3,1.4,Male,Bachelor,Own,Education,Single,5.238,1
60.3,84046.9,13.9,21800.3,130.0,618.9,5.6,5.0,Male,High School,Rent,Car,Divorced,4.721,0
50.3,93725.6,0.9,26980.3,87.8,580.4,2.8,3.0,Male,Bachelor,Own,Personal,Divorced,3.831,1
50.3,149537.9,2.5,26741.2,153.6,518.4,7.4,3.2,Female,High School,Rent,Education,Married,6.361,0
50.7,107308.6,34.4,28594.4,210.0,575.8,3.7,2.8,Female,Bachelor,Rent,Education,Single,5.42,1
37.1,104324.7,36.7,29495.9,352.2,616.5,4.2,3.8,Male,Master,Own,Home,Divorced,3.336,1
45.7,188414.2,20.7,22748.8,200.4,,6.3,0.0,Female,High School,Own,Car,Married,6.115,1
45.7,132336.2,13.4,26971.8,178.7,,4.3,1.1,Male,High School,Own,Education,Divorced,4.052,0
52.1,131864.8,17.6,27388.1,252.0,432.9,5.8,3.7,Male,Bachelor,Rent,Personal,Married,8.129,0
59.5,107060.5,27.0,6068.9,238.7,674.5,1.1,4.3,Female,Bachelor,Own,Home,Single,3.394,1
34.8,99127.0,15.9,30672.2,136.8,622.4,3.3,1.0,Male,High School,Rent,Personal,Divorced,4.814,0
46.0,43475.8,21.9,26699.5,360.0,721.6,4.6,0.3,Female,Bachelor,Mortgage,Education,Divorced,4.729,0
65.3,153905.9,19.9,30012.4,181.0,474.5,5.6,2.7,Female,PhD,Mortgage,Car,Divorced,6.38,0
38.6,135690.8,15.4,15205.3,201.9,677.0,5.2,3.1,Male,Master,Own,Business,Married,3.102,0
37.6,423062.35101754946,15.8,179328.1587437831,227.1,519.6574933814918,5.0,2.7,Male,,Own,Education,Divorced,3.216,1
49.9,115197.1,22.3,16767.8,210.7,558.6,5.6,2.4,Male,High School,Mortgage,Car,Single,4.855,0
57.6,145765.0,12.2,31456.8,305.0,541.1,4.7,0.3,Female,PhD,Rent,Personal,Married,5.769,0
47.6,65585.1,23.6,14259.1,135.8,477.3,0.8,2.0,Female,Master,Mortgage,Home,Single,6.303,0
63.4,99354.2,16.2,18070.8,245.7,453.9,6.2,2.2,Male,Bachelor,Rent,Personal,Married,7.231,0
57.8,80229.4,21.0,,196.2,507.4,2.7,1.8,Male,Master,Own,Personal,Single,5.944,1
57.6,182002.8,31.1,20465.0,261.6,462.0,4.5,0.2,Female,High School,Rent,Education,Divorced,6.981,1
54.1,150647.9,18.7,18072.9,165.8,718.6,4.3,3.2,Female,Master,Mortgage,Car,Single,2.929,1
70.0,42905.8,27.4,32753.8,155.0,439.8,4.1,3.5,Female,Bachelor,Mortgage,Car,Single,9.055,0
45.0,67018.3,5.7,33081.7,241.6,588.4,2.3,1.5,Male,High School,Mortgage,Car,Single,4.956,1
25.0,115367.9,16.2,,211.6,614.2,1.1,2.3,Female,High School,Own,Home,Single,4.101,1
66.8,103464.6,20.2,32289.7,117.4,607.2,2.5,1.9,Male,Bachelor,Rent,Business,Divorced,5.02,1
42.0,73646.6,35.4,23647.4,290.6,615.1,5.2,1.9,Female,Bachelor,Mortgage,Business,Divorced,4.709,1
48.8,188066.7,4.3,23863.3,241.6,660.2,1.8,3.1,Male,High School,Rent,Education,Single,3.239,1
63.2,130938.9,19.2,20315.3,177.1,534.9,2.7,3.1,Female,PhD,Mortgage,Business,Single,5.413,0
28.3,136618.6,31.7,26841.8,145.5,582.9,4.6,3.8,Female,Bachelor,Own,Personal,Divorced,4.59,1
32.5,95779.5,13.7,21276.8,212.1,548.6,2.5,3.8,Female,High School,Own,Personal,Married,4.552,1
28.3,145279.6,18.3,22035.5,235.8,692.2,3.2,2.3,Female,High School,Mortgage,Personal,Single,2.651,1
38.0,,22.7,,55.5,764.0,4.1,5.0,Female,Bachelor,Mortgage,Education,Single,2.0,1
52.8,110083.0,21.5,34976.3,213.1,467.5,4.4,4.4,Female,High School,Own,Education,Divorced,6.905,0
53.8,141385.1,32.5,28686.1,235.2,392.2,2.4,1.7,Female,High School,Mortgage,Home,Single,7.817,1
50.8,62985.1,23.6,39854.5,6.0,626.2,4.2,2.7,Female,High School,Own,Personal,Married,5.084,1
30.5,,30.6,19855.9,198.7,671.3,4.6,0.1,Male,Bachelor,Mortgage,Education,Divorced,3.236,1
25.0,126383.6,17.1,10796.2,238.6,751.1,2.1,2.5,Male,PhD,Rent,Car,Married,2.015,1
48.2,164833.0,14.1,31217.0,229.5,641.4,4.3,4.5,Female,Master,Own,Education,Single,3.329,0
41.8,82360.3,18.2,19325.3,247.2,700.6,2.9,5.0,Male,High School,Own,Business,Divorced,2.891,0
53.0,87689.2,10.7,23310.5,156.8,724.4,4.2,2.4,Female,High School,Own,Education,Married,2.0,1
55.9,79333.5,,11341.6,99.8,706.8,5.1,2.9,Male,High School,Mortgage,Education,Married,3.503,1
49.2,128760.4,16.9,18306.3,39.0,654.3,3.7,3.2,Female,High School,Rent,Car,Single,4.779,1
56.6,122309.4,14.6,13482.2,270.4,459.6,5.4,4.9,Female,Master,Rent,Business,Divorced,7.176,1
50.3,103745.6,24.0,22025.6,239.2,574.2,5.2,1.3,Female,Master,Own,Home,Married,4.381,0
53.9,84507.6,10.9,22343.6,276.5,602.0,5.4,5.0,Male,Bachelor,Mortgage,Business,Married,5.117,0
39.0,75669.1,26.2,26219.7,125.0,566.0,4.6,2.1,Female,Bachelor,Mortgage,Business,Divorced,5.508,1
45.3,118303.1,16.2,35417.8,247.3,571.6,5.7,1.1,Male,Master,Mortgage,Home,Married,4.833,1
49.9,103704.5,29.3,30915.3,62.8,716.1,4.6,2.1,Female,Bachelor,Own,Education,Married,2.02,1
57.3,96003.8,16.9,12522.6,113.4,506.9,1.5,1.5,Male,PhD,Mortgage,Education,Single,5.721,1
42.8,174148.1,25.1,30364.1,193.1,646.9,2.8,3.0,Female,Master,Mortgage,Business,Married,3.723,1
53.8,117118.6,21.4,26394.0,236.1,603.5,3.7,0.5,Male,PhD,Mortgage,Car,Married,4.792,0
44.3,164451.5,26.0,24717.4,317.3,497.8,3.9,2.7,Female,High School,Mortgage,Personal,Married,6.191,1
46.1,101336.2,20.9,25318.4,163.8,478.1,4.5,3.3,Female,Bachelor,Mortgage,Home,Married,6.698,0
57.5,,6.7,27136.4,113.7,421.9,2.8,4.3,Male,,Rent,Business,Single,7.447,0
25.0,118058.3,28.1,19964.9,109.6,,7.0,3.3,Female,Master,Mortgage,Personal,Divorced,4.699,1
31.9,60583.2,19.3,24041.2,128.0,569.3,3.8,4.2,Male,PhD,Mortgage,Car,Married,5.473,0
29.7,786628.1577567176,26.3,152525.92397449195,360.0,459.9281397933864,4.0,1.8,Female,Bachelor,Mortgage,Home,Divorced,6.765,1
25.0,433319.47935644485,25.5,71779.95539966122,243.5,664.7140778421453,3.0,3.0,Female,Bachelor,Mortgage,Home,Divorced,7.296,0
39.4,146124.6,13.8,17260.9,272.0,613.9,2.5,0.0,Male,PhD,Mortgage,Business,Married,4.338,0
56.5,93679.0,12.7,25006.3,163.9,559.4,3.8,2.4,Male,Bachelor,Own,Personal,Divorced,5.769,0
44.1,114230.4,25.2,16455.5,182.9,,4.0,3.0,Male,Bachelor,Own,Car,Married,6.054,1
49.9,89660.2,,11717.7,238.9,488.2,3.9,3.1,Female,Bachelor,Own,Education,Single,6.348,0
60.6,163259.9,27.5,22744.3,142.5,,6.5,0.6,Female,High School,Mortgage,Education,Divorced,5.402,1
63.4,130899.3,18.6,37089.0,159.7,,3.8,2.0,Female,PhD,Mortgage,Home,Divorced,4.219,1
46.7,132846.9,28.2,25191.2,129.0,545.3,3.9,2.2,Female,PhD,Mortgage,Education,Married,5.282,0
63.7,167536.4,23.4,26928.6,147.2,468.0,5.2,2.0,Male,High School,Own,Personal,Divorced,6.073,0
48.6,160471.9,22.3,8458.8,186.9,569.8,3.7,3.4,Female,Bachelor,Mortgage,Personal,Divorced,4.307,1
37.5,146787.0,17.0,29005.0,117.3,,4.8,2.2,Female,Master,Own,Home,Divorced,3.347,1
40.4,70239.5,21.9,26246.9,205.9,,2.1,2.6,Female,High School,Own,Business,Single,4.203,0
29.7,95651.2,29.5,20180.7,205.8,581.2,2.1,1.9,Female,Bachelor,Own,Home,Divorced,4.693,1
36.8,84863.9,19.6,26940.4,168.7,,4.2,3.8,Female,PhD,Mortgage,Business,Single,5.41,0
43.2,145463.7,24.2,26861.0,116.8,494.9,3.7,3.9,Female,PhD,Mortgage,Business,Divorced,5.752,0
57.1,125972.8,20.4,17024.1,191.4,,2.8,2.1,Male,PhD,Own,Personal,Divorced,6.425,0
68.1,71332.1,21.0,28154.8,142.6,425.4,4.2,5.0,Male,PhD,Rent,Education,Single,7.547,0
30.9,113394.0,33.8,35077.1,186.7,681.3,4.3,1.6,Female,Master,Rent,Home,Married,3.296,1
52.2,67706.1,29.6,23676.5,270.9,616.6,2.9,3.7,Male,Bachelor,Own,Car,Married,3.962,1
35.0,118139.5,20.6,,82.8,582.4,3.2,1.4,Male,PhD,Own,Education,Single,4.504,0
53.2,62062.0,21.7,24079.4,356.9,601.6,4.3,3.4,Female,Bachelor,Mortgage,Home,Divorced,4.797,1
45.9,138509.0,14.4,32336.9,177.2,605.6,2.5,3.3,Female,Master,Mortgage,Personal,Married,4.903,1
25.5,133228.7,18.6,15689.4,215.9,508.9,3.1,1.3,Female,Master,Mortgage,Business,Married,5.349,0
58.6,186778.2,22.5,30128.5,122.8,545.7,4.8,2.3,Male,Master,Own,Personal,Single,6.657,1
40.2,149675.6,26.8,20075.9,274.4,532.3,4.0,4.7,Female,Master,Mortgage,Business,Divorced,5.12,1
41.1,105198.0,26.0,27436.5,172.9,801.0,3.3,1.5,Male,PhD,Mortgage,Education,Single,2.455,1
34.7,148632.5,11.1,20985.3,151.5,666.8,2.6,3.0,Female,High School,Rent,Car,Married,4.073,0
39.6,71081.8,27.8,20963.9,137.0,590.1,2.5,2.9,Male,Bachelor,Rent,Home,Divorced,4.925,1
52.6,86313.5,,37684.8,161.5,697.9,3.8,2.4,Male,Master,Rent,Education,Single,3.936,1
45.2,131660.0,12.1,14227.3,216.5,686.6,7.0,0.4,Male,Master,Rent,Home,Divorced,3.382,1
51.4,44461.3,30.7,29382.9,196.8,450.8,4.8,3.5,Male,Master,Rent,Personal,Divorced,9.218,0
51.8,118699.4,31.7,39350.6,179.8,554.9,2.0,2.5,Male,Bachelor,Own,Business,Divorced,4.656,1
63.3,84290.8,22.1,30984.2,126.1,573.5,5.1,3.8,Female,PhD,Mortgage,Home,Married,5.643,1
43.4,,25.7,14851.2,121.5,630.0,2.9,2.8,Male,High School,Rent,Education,Single,4.334,1
29.8,82279.2,26.1,15247.4,146.1,554.8,4.0,2.6,Male,Master,Mortgage,Education,Married,4.919,1
60.3,134848.7,31.2,19487.0,219.8,566.1,3.1,2.9,Male,High School,Rent,Car,Married,5.451,1
43.5,120676.5,25.8,26763.3,236.0,533.5,7.0,1.3,Female,Master,Mortgage,Car,Single,5.858,0
60.9,169012.8,9.4,27307.5,246.8,669.4,2.3,4.4,Male,High School,Rent,Personal,Married,3.284,1
52.1,120235.7,36.1,15326.4,182.9,445.1,4.5,2.0,Female,High School,Rent,Car,Divorced,7.132,1
45.9,93097.5,28.5,18517.9,213.7,536.5,3.0,2.1,Female,Bachelor,Own,Home,Single,5.414,1
51.7,111359.0,15.9,19008.1,169.5,409.1,5.1,4.1,Female,High School,Rent,Personal,Single,8.365,0
70.0,72951.7,11.8,24054.0,43.6,,4.4,2.8,Male,Bachelor,Own,Home,Married,6.308,1
70.0,134214.8,24.0,,165.7,603.5,5.9,2.2,Female,Master,Mortgage,Car,Divorced,4.912,1
48.3,140644.8,17.8,18034.5,153.0,605.3,5.1,3.0,Male,High School,Own,Home,Married,4.6,1
49.4,206421.9,22.6,17684.3,99.9,546.8,3.0,3.3,Male,Master,Rent,Education,Single,6.06,0
60.4,98235.7,25.9,16434.9,137.6,676.2,8.0,2.4,Female,Bachelor,Mortgage,Car,Single,3.736,1
37.4,110627.2,15.5,30584.4,193.8,696.9,4.8,3.6,Male,PhD,Own,Car,Divorced,2.349,1
51.5,99848.5,11.1,25169.3,92.3,568.8,3.2,1.0,Male,Master,Rent,Car,Married,5.648,1
47.2,127424.0,23.1,,126.1,597.5,4.3,2.8,Female,Bachelor,Mortgage,Education,Married,4.466,1
51.3,133359.2,15.7,22597.6,306.8,534.3,4.9,3.5,Male,PhD,Rent,Personal,Married,6.074,1
37.5,118131.9,21.2,19167.9,54.8,631.4,4.9,3.2,Female,High School,Mortgage,Business,Divorced,3.795,1
28.4,158021.4,9.3,27867.1,168.3,467.5,4.7,0.0,Male,Master,Own,Personal,Divorced,6.058,0
25.0,98405.7,18.0,46975.0,89.7,736.6,5.4,2.3,Female,High School,Mortgage,Education,Married,2.871,1
34.1,154516.1,25.7,,122.9,677.6,5.3,1.0,Female,Bachelor,Mortgage,Education,Single,2.734,0
42.0,138847.4,24.8,24756.1,167.2,467.1,2.7,4.0,Male,,Mortgage,Education,Single,6.308,0
44.0,119579.0,13.7,20180.2,104.0,504.0,7.2,2.0,Female,Master,Rent,Home,Single,6.084,0
70.0,108977.2,10.7,14752.8,228.9,612.9,7.0,3.9,Female,Bachelor,Rent,Education,Single,5.006,1
60.8,204933.4,,,291.1,544.6,5.2,1.0,Female,Master,Mortgage,Personal,Divorced,4.913,1
36.0,91404.7,24.5,30934.8,250.3,624.0,4.1,3.0,Male,High School,Own,Business,Divorced,3.769,0
51.7,130427.7,23.2,21771.2,265.0,542.7,4.1,2.5,Male,,Rent,Home,Divorced,5.707,1
42.6,93742.3,15.9,35206.7,72.6,712.2,3.5,5.0,Male,High School,Rent,Personal,Divorced,4.058,1
44.1,182496.7,22.4,25668.9,163.6,575.7,3.7,3.9,Male,Bachelor,Mortgage,Home,Married,4.534,1
49.7,151038.9,32.0,31698.1,220.4,792.8,0.7,3.8,Female,Bachelor,Mortgage,Home,Married,2.0,1
54.9,96257.8,21.6,27869.6,252.7,629.2,6.3,4.9,Female,PhD,Own,Home,Divorced,3.401,0
43.4,137940.8,6.9,24082.9,323.3,,5.8,2.8,Male,Bachelor,Mortgage,Home,Single,6.55,0
60.3,129019.4,21.6,17860.9,268.5,762.8,1.5,2.4,Female,Master,Mortgage,Home,Single,2.0,1
33.8,101918.1,36.4,,254.7,,5.3,2.2,Male,PhD,Mortgage,Education,Divorced,4.351,1
47.6,146535.7,9.7,32236.4,360.0,609.2,4.0,2.9,Female,,Own,Business,Married,4.403,1
70.0,133625.7,20.2,21434.9,190.7,633.2,3.7,0.0,Male,PhD,Own,Personal,Married,3.509,1
50.2,127549.5,18.2,29017.9,159.9,468.0,4.7,2.5,Female,Master,Mortgage,Personal,Divorced,7.374,0
